,title,movie_id,tags
4000,The Dress,5900,"the story of a summer dress and those who have to do with it, especially the train conductor (played by van warmerdam, the director). the dress functions as catalyst for the whimsical events, which turns out to be either tragic or hilarious. comedy drama calamity henrigarcin ingeborgelzevier khaldounelmecky margodames fransvorstman peterblok jacobderwig rudolflucieer maikemeijer carolvanherwijnen rijkdegooyer elizabethhoytink jackwouterse arianeschluter keeshulst loesluca alexvanwarmerdam pieterverhoeff ericvanderdonk annetmalherbe jackvecht jaapspijkers rickykoole lenybreederveld bertbunschoten olgazuiderhoek susanvisser keesprins marcvanwarmerdam mimounoaïssa cecileheuer saskiarinsma titusmuizelaar marcelroijaards ramdewkrishna bertluppes haraldvanderlubbe alexvanwarmerdam"
4001,A Guy Named Joe,43306,"pete sandidge (tracy), a daredevil bomber pilot, dies when he crashes his plane into a german aircraft carrier, leaving his devoted girlfriend, dorinda (irene dunne), who is also a pilot, heartbroken. in heaven, pete receives a new assignment: he is to become the guardian angel for ted randall (van johnson), a young army flyer. invisibly, pete guides ted through flight school and into combat, but the ectoplasmic mentor's tolerance is tested when ted falls for dorinda. ultimately, however, pete not only comes to terms with their relationship but also acts as dorinda's copilot when she undertakes a dangerous bombing raid, so that ted won't have to. remade by steven speilberg in 1989 as always drama romance war pilot airplane ghost spencertracy irenedunne vanjohnson wardbond jamesgleason lionelbarrymore barrynelson estherwilliams henryo'neill dondefore charlessmith addisonrichards irvingbacon evewhitney victorfleming"
4002,Blazing Saddles,11072,"a town – where everyone seems to be named johnson – is in the way of the railroad and, in order to grab their land, hedley lemar, a politically connected nasty person, sends in his henchmen to make the town unlivable. after the sheriff is killed, the town demands a new sheriff from the governor, so hedley convinces him to send the town the first black sheriff in the west. western comedy gun saloon governor marchingband comedy western spoof interruptedhanging railroad cowboy westerntown westernspoof ceremony frontiertown lookingatthecamera saloongirl movierealitycrossover nietzsche coot self-referential femalesinger anarchiccomedy cleavonlittle genewilder harveykorman slimpickens madelinekahn melbrooks domdeluise liamdunn georgefurth burtongilliam johnhillerman alexkarras davidhuddleston carolarthur richardcollier charlesmcgregor donmegowan countbasie karllukas robynhilton jackstarrett rodneyallenrippy robertridgely annebancroft ralphmanza melbrooks"
4003,Friday the 13th: The Final Chapter,9730,"after the crystal lake massacres, jason is pronounced dead and taken to the hospital morgue, where he is mysteriously revived, allowing his diabolical killing spree to continue at the camp where the gruesome slaughtering began. but this time, in addition to terrified teenagers, he meets a young boy named tommy who has a special talent for horror masks and make up, leading up to a horrifying, bloody battle! has jason finally met his match? horror thriller lake resurrection morgue serialkiller jasonvorhees hitchhike kimberlybeck erichanderson coreyfeldman barbarahoward crispinglover judiearonson peterbarton clydehayes lawrencemonoson joanfreeman camillamore careymore tedwhite josephzito"
4004,Ida,209274,"poland, 1962. anna is a novice, an orphan brought up by nuns in a convent. before she takes her vows, she is determined to see wanda, her only living relative. wanda tells anna that anna is jewish. both women embark on a journey not only to discover their tragic family story, but who they really are and where they belong, questioning their religions and beliefs. drama nun mine jew jewish poland agatatrzebuchowska agatakulesza joannakulig dawidogrodnik adamszyszkowski jerzytrela arturjanusiak dorotakuduk halinaskoczyńska natalialagiewczyk pawełpawlikowski"
4005,Maurice,26371,"after his lover rejects him, a young man trapped by the oppressiveness of edwardian society tries to come to terms with and accept his sexuality. drama romance gay comingout british gayrelationship comingofage lgbtchild lgbt bestfriendsinlove jameswilby hughgrant rupertgraves denholmelliott simoncallow billiewhitelaw barryfoster judyparfitt phoebenicholls benkingsley julianwadham patrickgodfrey marktandy milesrichardson harrietthorpe matthewsim kittyaldridge catherinerabett petereyre michaeljenn markpayton orlandowells mariabritneva jean-marcbarr helenabonhamcarter serenagordon helenamichell jamesivory"
4006,Beer League,14137,an unemployed slacker (lange) inspires his softball teammates to improve their game so they won't get kicked out of the local league. comedy baseball sport artielange ralphmacchio anthonydesando jimmypalumbo joelotruglio jerryminor seymourcassel elizabethregen maddiecorman danieltay franksebastiano
4007,Riding Giants,291,riding giants is story about big wave surfers who have become heroes and legends in their sport. directed by the skateboard guru stacy peralta. documentary ocean california sea beach surfer hawaii wave sun surfboard lifestyle extremsport jeffclark darrickdoerner lairdhamilton davekalama davidh.kalamajr. brianl.keaulana buzzykerbox tituskinimaka gerrylopez mickeymunoz gregnoll evanslater kellyslater darrylvirostko stacyperalta
4008,Timecrimes,14139,a man accidentally gets into a time machine and travels back in time nearly an hour. finding himself will be the first of a series of disasters of unforeseeable consequences. sciencefiction thriller scissors radio nudity time woods surrealism travel independentfilm scientist machine nonlineartimeline binoculars injury voyeur loop karraelejalde candelafernández bárbaragoenaga nachovigalondo juaninciarte libbybrien nicoledionne philiphersh nachovigalondo
4009,Silver Medalist,33106,"an action-adventure story focused on the lives of express deliverymen, traffic cops and lonely beauties. action adventure comedy drama foreign huangbo kongjiu shaohuama xuzheng yungcheung shuangbaowang liugang ninghao"
4010,Timber Falls,8875,"a weekend of camping in the mountains becomes an excursion into hell for a young couple, who become pawns in a grotesque plot hatched by deranged locals. horror thriller fanatic forest westvirginia suspense joshrandall nicksearcy bethbroderick sascharosemann t.w.leshner ryanwiik brandenr.morgan carlbressler ryanmcgee suzannaurszuly debbiejaffe briannabrown tonygiglio"
4011,Singin' in the Rain,872,"in 1927 hollywood, don lockwood and lina lamont are a famous on-screen romantic pair in silent movies, but lina mistakes the on-screen romance for real love. when their latest film is transformed into a musical, don has the perfect voice for the songs, but strident voice faces the studio to dub her voice. aspiring actress, kathy selden is brought in and, while she is working on the movie, don falls in love with her. comedy music romance fan morning musical talkie partner movieinmovie broadway audience chorusgirl dictioncoach pearlnecklace flapper genekelly donaldo'connor debbiereynolds jeanhagen millardmitchell cydcharisse douglasfowley ritamoreno maeclarke bessflowers robertfoulk kathleenfreeman joilansing sylvialewis 'snub'pollard williamschallert elainestewart bricksullivan johngeorge stanleydonen genekelly"
4012,"Fat, Sick & Nearly Dead",72914,"100 pounds overweight, loaded up on steroids and suffering from a debilitating autoimmune disease, joe cross is at the end of his rope and the end of his hope. in the mirror he saw a 310lb man whose gut was bigger than a beach ball and a path laid out before him that wouldn't end well— with one foot already in the grave, the other wasn't far behind. fat, sick &amp; nearly dead is an inspiring film that chronicles joe's personal mission to regain his health. documentary diet fasting vegetablejuice australianman joecross philriverstone amybadberg mervcross virginiacross joecross kurtengfehr"
4013,A Haunted House,139038,"a spoof of all the ""found-footage/documentary style"" films released in recent years. comedy horror horrorspoof foundfootage duringcreditsstinger marlonwayans essenceatkins nickswardson cedrictheentertainer davidkoechner davesheridan lianamendoza jamienoel marleneforte affioncrockett robinthede bobbielee damienbray joelkelleydauten jordennthompson andrewdaly michaeltiddes"
4014,2016: Obama's America,126509,"2016: obama's america takes audiences on a gripping visual journey into the heart of the worlds most powerful office to reveal the struggle of whether one man's past will redefine america over the next four years. the film examines the question, ""if obama wins a second term, where will we be in 2016?"" across the globe and in america, people in 2008 hungered for a leader who would unite and lift us from economic turmoil and war. true to americas ideals, they invested their hope in a new kind of president, barack obama. what they didn't know is that obama is a man with a past, and in powerful ways that past defines him--who he is, how he thinks, and where he intends to take america and the world. immersed in exotic locales across four continents, best selling author dinesh dsouza races against time to find answers to obama's past and reveal where america will be in 2016. documentary johnsullivan dineshd'souza"
4015,That Thing You Do!,9591,"a pennsylvania band scores a hit in 1964 and rides the star-making machinery as long as it can, with lots of help from its manager. comedy drama popstar musical recordlabel music musicband tomeverettscott johnathonschaech tomhanks stevezahn ethanembry livtyler charlizetheron billcobbs giovanniribisi obbababatundé alexrocco chrisisaak holmesosborne chrisellis peterscolari ritawilson kevinpollak roberttorti claudiastedelin dawnmaxey jonathandemme paulfeig bryancranston colinhanks sarahkoskoff tomhanks"
4016,Halloween III: Season of the Witch,10676,"dr. daniel challis and ellie grimbridge stumble onto a gruesome murder scheme when ellie's novelty-salesman father, harry, is killed while in possession of a strange mask made by the silver shamrock mask company. the company's owner, conal cochran, wants to return halloween to its darker roots using his masks -- and his unspeakable scheme would unleash death and destruction across the country. horror mystery sciencefiction commercial factory gasstation curfew mask halloween hospital doctor death surveillancecamera stonehenge tomatkins staceynelkin dano'herlihy michaelcurrie ralphstrait jadeenbarbor bradschacter garnstephens nancykyes jonathanterry alberry wendywessberg essexsmith maidienorman johnmacbride jamieleecurtis dickwarlock joshuajohnmiller michellewalker paddiedwards tommyleewallace normanmerrill loydcatlett tommyleewallace"
4017,Escape from the Planet of the Apes,1687,"the world is shocked by the appearance of two talking chimpanzees, who arrived mysteriously in a u.s. spacecraft. they become the toast of society; but one man believes them to be a threat to the human race. action sciencefiction spacecraft pacifism humanbeing cage dystopia politician chimpanzee tease caving roddymcdowall kimhunter bradforddillman natalietrundy ericbraeden williamwindom salmineo albertsalmi jasonevers johnrandolph m.emmetwalsh ricardomontalban arthurtovey dontaylor"
4018,Hud,24748,"hud bannon is a ruthless young man who tarnishes everything and everyone he touches. hud represents the perfect embodiment of alienated youth, out for kicks with no regard for the consequences. there is bitter conflict between the callous hud and his stern and highly principled father, homer. hud's nephew lon admires hud's cheating ways, though he soon becomes too aware of hud's reckless amorality to bear him anymore. in the world of the takers and the taken, hud is a winner. he's a cheat, but, he explains, ""i always say the law was meant to be interpreted in a lenient manner."" action drama western alcoholism ranchers rancher rebelliousyouth paulnewman melvyndouglas patricianeal brandondewilde whitbissell crahandenton johnashley valavery georgeo.petrie curtconway sheldonallman pittherbert carllow roberthinkle donkennedy sharynhillyer yvettevickers martinritt"
4019,Kevin Hart: Let Me Explain,181330,"captures the laughter, energy and mayhem from hart's 2012 ""let me explain"" concert tour, which spanned 10 countries and 80 cities, and generated over $32 million in ticket sales. comedy documentary stand-upcomedy manhattan,newyorkcity madisonsquaregarden duringcreditsstinger kevinhart davidterrell davidjasonperez justineherron harryratchford joeywells williamhorton lesliesmall"
4020,My Own Private Idaho,468,"in this loose adaptation of shakespeare's ""henry iv,"" mike waters (river phoenix) is a gay hustler afflicted with narcolepsy. scott favor (keanu reeves) is the rebellious son of a mayor. together, the two travel from portland, oregon to idaho and finally to the coast of italy in a quest to find mike's estranged mother. along the way they turn tricks for money and drugs, eventually attracting the attention of a wealthy benefactor and sexual deviant. drama romance individual gay fathersonrelationship rome robbery treasure portland cocaine generationsconfilct idaho hustler german seattle narkolepsy pinkbathrobe prostitution gaysex incest lgbt roadmovie riverphoenix keanureeves jamesrusso williamrichert rodneyharvey chiaracaselli gracezabriskie tomtroupe michaelparker jessiethomas flea udokier sallycurtice gusvansant"
4021,Garden State,401,"andrew returns to his hometown for the funeral of his mother, a journey that reconnects him with past friends. the trip coincides with his decision to stop taking his powerful antidepressants. a chance meeting with sam - a girl also suffering from various maladies - opens up the possibility of rekindling emotional attachments, confronting his psychologist father, and perhaps beginning a new life. comedy drama romance newjersey paraplegic lossofmother expensiverestaurant popculture ecstasy strangeness epilepsy lethargy answeringmachine difficultchildhood unsociability single marijuana losangeles psychiatrist gravedigger zachbraff natalieportman ianholm petersarsgaard jeansmart armandoriesco jackiehoffman methodman alexburns ronleibman jimparsons michaelweston anndowd atoessandoh deniso'hare trishalafache geoffreyarend georgec.wolfe austinlysy garygilbert jillflint christophercarley amyferguson wynterkullman debbonayer yvettemercedes jaynehoudyshell soara-joyeross joebacino sethmichaelmay kennethgraymez ryanb.moschetti traceyantosiweicz ice magoo janinestrafaci kurtsiegelin zachbraff"
4022,Before Sunrise,76,"a dialogue marathon of a film, this fairytale love story of an american boy and french girl. during a day and a night together in vienna their two hearts collide. drama romance dialogue sunrise talking soulmates walking austria traveller danube bittersweet romantic vienna ethanhawke juliedelpy andreaeckert hannopöschl karlbruckschwaiger texrubinowitz ernimangold dominikcastell haymonmariabuttinger haroldwaiglein bilgejeschim kurti hansweingartner lieselyon peterilyhuemer ottoreiter hubertfabiankulterer brankoandric constanzeschweiger johnsloss alexandraseibel georgschöllhammer christianankowitsch wilbirgreiter barbaraklebel wolfgangstaribacher wolfgangglüxam richardlinklater"
4023,Evil Words,50538,"one day, for no apparent reason, a cop kills 11 children. the same day, horror novelist thomas roy tries to commit suicide after cutting his fingers. at first glance, nothing seems to link the two events – until dr. paul lacasse, a disillusioned psychiatrist, takes over the case. prompted by his colleague jeanne, a fan of thomas roy, dr. lacasse investigates the writer’s past. hounded by a gossip columnist, dr. lacasse uncovers a series of troubling facts that bolster his convictions about the case. as he tries to reassemble the pieces of the puzzle in order to better treat the famous writer, dr. lacasse is dragged further and further into a series of events, with terrifying consequences. horror mystery thriller suspense psychopathickiller hopital patrickhuard michelcôté catherineflorent albertmillaire jeanl'italien jacqueslavallée jeanpierrebergeron nicolascanuel normandd'amour frédériquecollin annettegarant christinefoley alexisbélec pauldoucet guy'borza'boutet nathaliecavezzali érictessier"
4024,Jesus' Son,25636,a young man turns from drug addiction and petty crime to a life redeemed by a discovery of compassion comedy drama romance drugabuse magicmushroom darkcomedy independentfilm drug psychedelics heroinaddict womandirector billycrudup denisleary jackblack dennishopper hollyhunter samanthamorton mirandajuly michaelshannon markwebber alisonmaclean
4025,Saving Face,19316,a chinese-american lesbian and her traditionalist mother are reluctant to go public with secret loves that clash against cultural expectations. comedy romance lesbianrelationship lgbt womandirector michellekrusiec joanchen lynnchen atoessandoh jessicahecht alicewu
4026,Brick Lane,21074,"the grind of daily life as a brick lane bangladessi as seen through the eyes of nazneen (chatterjee), who at 17 enters an arranged marriage with chanu (kaushik). years later, living in east london with her family, she meets a young man karim (simpson). drama arrangedmarriage independentfilm bangladesh september112001 womandirector tannishthachatterjee satishkaushik christophersimpson naeemabegum lanarahman sarahgavron"
4027,Robot & Frank,84329,"a delightful dramatic comedy, a buddy picture, and, for good measure, a heist film. curmudgeonly old frank lives by himself. his routine involves daily visits to his local library, where he has a twinkle in his eye for the librarian. his grown children are concerned about their father’s well-being and buy him a caretaker robot. initially resistant to the idea, frank soon appreciates the benefits of robotic support – like nutritious meals and a clean house – and eventually begins to treat his robot like a true companion. with his robot’s assistance, frank’s passion for his old, unlawful profession is reignited, for better or worse. sciencefiction comedy drama crime friendship robot seniorcitizen catthief franklangella livtyler jamesmarsden susansarandon petersarsgaard jeremystrong jeremysisto bonniebentley dariobarosso rachaelma joshuaormond katherinewaterston jessenewman anagasteyer danamorgan jakeschreier"
4028,My Life Without Me,20,a pedro almodovar production in which a fatally ill mother with only two months to live creates a list of things she wants to do before she dies with out telling her family of her illness. drama romance farewell responsability dyinganddeath nightshift daughter secretlove motherdaughterrelationship womandirector sarahpolley amandaplummer scottspeedman leonorwatling deborahharry markruffalo mariademedeiros julianrichings jessicaamlee kenyajokennedy camillemartinez alfredmolina isabelcoixet
4029,The Spectacular Now,157386,"a hard-partying high school senior's philosophy on life changes when he meets the not-so-typical ""nice girl."" comedy drama romance alcoholism comingofage teenager highschoolstudent basedonyoungadultnovel milesteller shailenewoodley brielarson dayookeniyi masamholden kylechandler jenniferjasonleigh maryelizabethwinstead andreroyo bobodenkirk kaitlyndever niccifaires avalondon whitneygoin levimiller e.rogermitchell garyweeks loganmack valeriepayton christophernathanmiller troywillis whitneychristopherking waynedean doughaley keithsilverstein dinasherman karenstrassman mikehickman alexd'lerma jamesponsoldt"
4030,Religulous,13007,"commentator-comic bill maher plays devil's advocate with religion as he talks to believers about their faith. traveling around the world, maher examines the tenets of christianity, judaism and islam and raises questions about homosexuality, proof of christ's existence, jewish sabbath laws, violent muslim extremists. comedy documentary muslim museum jew evidence rabbi interview christian faith atheist chapel religious catholic evolution trucker mormon skeptic creationism aftercreditsstinger billmaher joseluisdejesusmiranda andrewnewberg steveburg talbachman jonathanboulden franciscollins georgecoyne benjamincreme jeremiahcummings fatimaelatik yahudaetzion reginaldfoster mohamedjunasgaffar billgardiner tedhaggard larrycharles"
4031,Fuel,13518,"record high oil prices, global warming, and an insatiable demand for energy: these issues define our generation. the film exposes shocking connections between the auto industry, the oil industry, and the government, while exploring alternative energies such as solar, wind, electricity, and non-food-based biofuels. documentary drama energypolicy consumption automobileindustry independentfilm nature joshuatickell barbaraboxer richardbranson georgew.bush sherylcrow larrydavid joshuatickell"
4032,Valley of the Heart's Delight,116584,"when a fatal kidnapping ignites a firestorm of suspicion and rage in idyllic 1933 san jose, california, a hard-nosed young reporter takes on the powers-that-be to prevent the lynching of two men he believes are innocent. drama petepostlethwaite gabrielmann emilyharrison dianascarwid timboxell"
4033,Eye of the Dolphin,46849,"alyssa is a troubled 14-year old, suspended from school a year after her mother has drowned. her grandmother lucy, at wit's end, decides to take alyssa to her father, james, whom alyssa thought was dead for years. he studies dolphin communication at smith's point, on the grand bahama island. james has not known of alyssa's existence and is clueless about parenthood. the women arrive at the same time that james may lose his research operation to a tourist attraction. father, daughter, dolphins, and town are on a collision course. alyssa and james get encouragement from james's girlfriend and her father. it's the dolphins who can teach, and alyssa who discovers how to listen. drama dolphin island research tourist town carlyschroeder adriandunbar georgeharris katharineross christineadams janelynch andreabowen rudylevarity joeyjameka vivicawatkins greglee alexasheehan robertkeskemety jahmaalmcintyre christopherherrod marshallthompson michaeld.sellers"
4034,8: The Mormon Proposition,40428,"filmmaker and ex-church of jesus christ of latter-day saints member reed cowan examines that church's nationwide efforts to prevent the legalization of gay marriage - including california's proposition 8, which was passed by voters in 2008. confidential church documents, statements by high-ranking church officials and other sources detail 30 years of efforts to turn back gay rights, particularly by the mormon-sponsored national organization for marriage. documentary independentfilm rockymayoranderson mattaune tylerbarrick brucebarton melissabird dustinlanceblack reedcowan stevengreenstreet"
4035,The Other End of the Line,17334,an employee at an indian call-center travels to san francisco to be with a guy she falls for over the phone comedy romance indianlead callcenter romanticcomedy jessemetcalfe austinbasis larrymiller michaelchen nouvamonikawahlgren sarafoster harrykey shriyasaran tarasharma sushmitamukherjee jaithade kiranjuneja suhitathatte anupamkher avantikaakerkar neeltolani jamesdodson
4036,Anatomy,1698,"medical student paula henning wins a place at an exclusive heidelberg medical school. when the body of a young man she met on the train turns up on her dissection table, she begins to investigate the mysterious circumstances surrounding his death, and uncovers a gruesome conspiracy perpetrated by an antihippocratic secret society operating within the school. horror thriller butterfly dissection scalpel medicalschool frankapotente bennofürmann annaloos oliverwnuk sebastianblomberg holgerspeckhahn traugottbuhre arndtschwering-sohnrey andreasgünther antoniaholfelder rüdigervogler barbaramagdalenaahren wernerdissel gennadivengerov thomasmeinhardt christophhagendittmann stefanruzowitzky"
4037,Sleep Dealer,20764,"set in a near-future, militarized world marked by closed borders, virtual labor and a global digital network that joins minds and experiences, three strangers risk their lives to connect with each other and break the barriers of technology. drama sciencefiction thriller virtualreality dystopia moralconflict computer loneliness watershortage teacher leonorvarela jacobvargas luisfernandopeña alexrivera"
4038,Super,45132,"after his wife falls under the influence of a drug dealer, an everyday guy transforms himself into crimson bolt, a superhero with the best intentions, though he lacks for heroic skills. comedy action drama bomb gun drugdealer costume comicbook party superhero darkcomedy gore blood comicbookshop comicbookcollector dinner violence policeofficer cosplay duringcreditsstinger rainnwilson ellenpage livtyler kevinbacon gregghenry michaelrooker andreroyo seangunn stephenblackehart donmac lindacardellini nathanfillion gerardodavila grantgoodman pault.taylor connorday jamesgunn mikaelahoover nickholmes mattmoore robzombie steveagee laurelwhitsett jameslentzsch naterubin edrickbrowne dannycosmo krystalmayo russelltowery mariojiminezjr. jonathanwinkler molliemilligan gerrymay valentinemiele michellegunn darcelwhitemoreno gregingram lindseysoileau brandonbelknap zachgilford lloydkaufman timj.smith markdealessandro coles.mckay dominicklabanca johnw.lawson williamkatt christinebently jamesgunn"
4039,Christmas Mail,76706,"in this holiday romantic comedy, a mysterious woman who works at the post office answering santa's mail captures the heart of a disillusioned postal carrier comedy family ashleyscott a.j.buckley rolandawatts vanessaevigan lochlynmunro pipermackenzieharris paristanaka ronroggé johnmurlowski"
4040,Stung,254472,a fancy garden party turns into upper class prey when a colony of killer wasps mutates into seven foot tall predators. comedy horror giantinsect matto'leary jessicacook lancehenriksen cliftoncollinsjr davidmasterson ceciliapillado kathleenrenish florentinelahme eveslatner danielerizzo tonydemaeyer benediktbothe tommykreiselmaier bennidiez bennidiez
4041,Antibirth,332285,"in a desolate community full of drug-addled marines and rumors of kidnapping, a wild-eyed stoner named lou wakes up after a crazy night of partying with symptoms of a strange illness and recurring visions. as she struggles to get a grip on reality, the stories of conspiracy spread. horror drugabuse experiment television conspiracy alienabduction prostitution pregnancy newspeciesofhuman sideeffects narcoticabuse natashalyonne chloësevigny megtilly markwebber maxwellmccabe-lokos emmanuelkabongo nevilleedwards morganbedard coreypascall lilifrancks marie-joseedionne jessicagreco kevinhoffman chadgibbons spiderallen waynest-george megandawson johnmacrae dannyperez"
4042,Get on the Bus,49471,"get on the bus follows several black men on a cross country bus trip to the million man march. on the bus are an eclectic set of characters including a laid off aircraft worker, a former gang banger, a hollywood actor, a cop who is of mixed racial background, and a white bus driver, all make the trek discussing issues surrounding the march, manhood, religion, politics, and race. drama washingtond.c. bus march ossiedavis charless.dutton andrebraugher richardbelzer de'aundrebonds thomasjeffersonbyrd isaiahwashington berniemac wendellpierce harrylennix rogerguenveursmith hillharper gabrielcasseus stevewhite alberthall kristenwilson paulajaiparker joielee spikelee"
4043,Thr3e,13569,innocent lives hang on the whim of an elusive psychopathic murderer whose strange riddles and impossible timelines force three people into a mission to end the game before one or all of them die. drama horror thriller marcblucas justinewaddell billmoseley priscillabarnes jackryan kevindownes robbyhenson
4044,Idiocracy,7512,"to test its top-secret human hibernation project, the pentagon picks the most average americans it can find - an army private and a prostitute - and sends them to the year 2505 after a series of freak events. but when they arrive, they find a civilization so dumbed-down that they're the smartest people around. adventure comedy sciencefiction prostitute capitalism usapresident arena congress future humanexperimentation dystopia army stupidity hibernation darkcomedy socialsatire brainwashing surveillance u.s.congress dystopicfuture massmedia lukewilson mayarudolph daxshepard terrycrews anthony'citric'campos davidherman sonnycastillo kevinmcafee robertmusgrave michaelmccafferty christopherryan justinlong heathjones elimuñoz patrickfischler darlenehunt ryanransdell melissasweet valerieposas wesdavis andrewwilson marktuner kevinklee johndodson melissaespinales josephcheatham jasonschaefer richardreeder lawrencecastillo turkpipkin heatherkafka christopherm.campos romanramos randalreeder scarface brendanhill thomashadenchurch tomkenny melissadawn dereksouthers lidiaporto gregorykelly gregpitts jasonkonopisos mitchbaker danielsmith chriswarner lonnienelson dannycochran marcosmartinezrios earlmann sararue evanmiller mikejudge"
4045,The Rise of the Krays,356216,"follows the early years of two unknown 18 year old amateur boxers who quickly fought their way to becoming the most feared and respected villains in all of london. told through the eyes of a close friend that survived them, we see them rise to infamy through drugs, sex and murder. crime kevinleslie simoncotton phildunster dannymidwinter danparr alexamorden philipprajoux georgnikoloff helenmillar jameshepburn richardgoss mariolajaworska nicolastapleton zackaryadler"
4046,This Is England,11798,"a story about a troubled boy growing up in england, set in 1983. he comes across a few skinheads on his way home from school, after a fight. they become his new best friends even like family. based on experiences of director shane meadows. drama crime holiday skinhead england vandalism independentfilm gang racism summer youth violence drug unemployment xenophobia culture thomasturgoose stephengraham johartley andrewshim vickymcclure josephgilgun perrybenson andrewellis jacko'connell rosamundhanson kieranhardcastle michaelsocha georgenewton frankharper daniellewatson chanelcresswell krissdosanjh hannahwalters shanemeadows"
4047,U.F.O.,146631,"a group of friends awake one morning to find all electricity and power shut off and an immense alien aircraft hovering in the air above their heads. suddenly this regular group of friends is battling to survive as the entire human race is threatened by the alien army hovering ominously above. aliens announce a hostile takeover of earth by cutting off all power and communications, prompting a small band of survivors to fight for the human race in this sci-fi action-adventure featuring jean-claude van damme action adventure sciencefiction impostor alieninvasion military partying biancabree seanbrosnan simonphillips jean-claudevandamme peterbarrett joeyansah seanpertwee julianglover perryfitzpatrick christianhoward robertstone mayagrant jazzlintott andrewshim amelialinney rajijames emmabuckley adamdakin emilynemondo forbeskb danielbowker allistairmcnab josephmaudsley jamesbarnes karlpoyzer willjasper patriciarybarczyk martynchalk dickgere jamesmerry tomraven jasontoon dominicburns"
4048,Bathing Beauty,43546,a big splash in her first starring role: esther williams is a teacher at a women's college -- and wacky red skelton enrolls to be near her. an astonishing flames-and-fountains aquatic finale. comedy music musical girls'boardingschool swimmingpool romanticcomedy redskelton estherwilliams basilrathbone billgoodwin jeanporter nanabryant carlosramírez ethelsmith linaromay helenforrest donaldmeek jacquelinedalya francispierlot anncodee margaretdumont bunnywaters janispaige xaviercugat harryjames dorothyadams charmienneharker murielmorris rayteal georgesidney
4049,Go for It!,61038,"carmen is a good student with a bad attitude who lives for dancing in the underground clubs of chicago. she yearns to be 'somebody' but is afraid to believe in herself. her immigrant mexican, working-class parents want her to stay in school and get an education, so she attends junior college while working at a grocery store. carmen's professor catches her performing one day in the neighborhood and challenges her to audition to a formal dance school in california. she gets into a fight with her chaotic family and runs away to her best friend gina's place only to find out gina's been getting beat up by her boyfriend. meanwhile, carmen's boyfriend, jared wants her to commit and move in with him. pulled apart in every direction, her dream of dancing fades. can carmen overcome her fears and take the biggest chance of her life, or will she succumb to her self-doubt? drama family dancing chicago womandirector aimeegarcia albandiero jossarajinaro ginarodriguez carmenmarron"
4050,"Dancer, Texas Pop. 81",78373,"four guys, best friends, have grown up together in dancer, texas pop. 81, a tiny town in west texas. years ago, they made a solemn vow to leave town together as soon as they graduate. now, it's that weekend and the time has come to ""put up or shut up."" the clock is ticking and as all 81 people in the town watch, comment, offer advice and place bets, these four very different boys with unique backgrounds struggle with the biggest decision of their lives... whether to stay or leave home. comedy drama family smalltown texas breckinmeyer peterfacinelli eddiemills ethanembry ashleyjohnson patriciawettig michaelo'neill eddiejones alexandraholden shawnweatherly timmccanlies"
4051,Show Boat,17820,a dashing mississippi river gambler wins the affections of the daughter of the owner of the show boat. music romance musical grandmothergranddaughterrelationship interracialrelationship reconciliation riverboat showboat miscegenation paddlewheelboat howardkeel kathryngrayson avagardner joee.brown margechampion gowerchampion robertsterling agnesmoorehead bessflowers leiferickson williamwarfield lindachristian adelejergens annaq.nilsson bertroach registoomey georgesidney
4052,Redemption Road,74457,a tennessee-set drama focused on an individual's spiritual redemption. drama michaelclarkeduncan morgansimpson kielesanchez tarynmanning lukeperry tomskerritt leeperkins mariovanpeebles
4053,The Calling,283384,detective hazel micallef hasn't had much to worry about in the sleepy town of port dundas until a string of gruesome murders in the surrounding countryside brings her face to face with a serial killer driven by a higher calling. thriller seriesofmurders susansarandon gilbellows ellenburstyn tophergrace donaldsutherland christopherheyerdahl ellaballentine kristinbooth katybreier amandabrugel shanedaly darrenjosephs courtneylyons janemoffat paulinonunes kevinparent janineparkinson jonathanwatton tedwhittall johnralston natalieradford alexpoch-goldin janejohanson joanmassiah jasonstone
4054,The Brave Little Toaster,19933,"a group of dated appliances find themselves stranded in a summer home that their family had just sold decide to, a la the incredible journey, seek their young 8 year old ""master"". children's film which on the surface is a frivolous fantasy, but with a dark subtext of abandonment, obsolescence, and loneliness. fantasy adventure animation comedy family music growingup comingofage lost journey personification inanimateobjectscomingtolife toaster jonlovitz timothystack philhartman deannaoliver timothye.day thurlravenscroft joeranft judytoll waynekaatz colettesavage mindysterling jimjackman jerryrees"
4055,Fantasia,756,"walt disney's timeless masterpiece is an extravaganza of sight and sound! see the music come to life, hear the pictures burst into song and experience the excitement that is fantasia over and over again. animation family music orchestra classicalmusic musicalsegments deemstaylor waltdisney juliettanovis leopoldstokowski davidhand jamesalgar samuelarmstrong bensharpsteen williamroberts paulsatterfield hamiltonluske jimhandley fordbeebe t.hee wilfredjackson normanferguson"
4056,8 Days,433715,"after sneaking to a party with her friends, 16-year-old amber stevens goes missing. forced into the world of sex trafficking, her family and community fight to get her back. inspired by actual events. thriller drama christianfilm sextrafficking nicolesmolen kimbaldwin arianastephens brysonfunk jacobooyens"
